1,0.031915,0.06,0.064516,0,0.044776,0.1875,0.015291,0.065934,0.088235,0.043902,0,0.022989,0,0.16667,0.23077,0.086538,0.015291,0,0.021277,0.017964,0,0,0,0.041096,0,0.038462,0.26563,0,0.047619,0.064516,0.25,0,0.04878,0,0,0,0.1,0.025316,0,0.022989,0.038462,0,0,0,0,0.11538,0,0.064516,0,0,0,0,0.016393,0,0,0,0,0,0,0,0,0,0.065789,0,0.17857,0,0,0.047059,0,0,0.017751,0,0.34951,0,0.023077,0,0,0.038462,0.092784,0.018868,0.20455,0,0.064516,0,0,0.052083,0,0,0.038462,0,0.063158,0,0,0,0,0,0,0,0.073569,0,0.5,0.02381,0.19737,0.02381,0.038462,0,0,0.33617,0,0.17857,0.021277,0.23478,0,0.035294,0.025316,0.044335,0,0,0,0,0.049505,0,0.065789,0,0.057471,0,0,0.16667,0.058824,0,0,0.06383,0,0.085106,0.018868,0.034091,0,0.058005,0.035294,0,0,0,0.022472,0,0,0,0,0,0,0.042254,0,0.018293,0,0.017241,0,0.018868,0,0,0.14122,0,0.021277,0,0.015674,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079646,0,0.015291,0,0,0,0.20225,0.014706,0,0.018293,0,0,0,0.32927,0,0.038462,0.057143,0,0.17045,0,0,0,0.030612,0.021505,0,0,0,0,0,0,0,0.017964,0,0,0.1677,0,0.038462
0.031915,1,0.081633,0.032967,0,0.076142,0.026596,0.21003,0.033708,0.04,0.024876,0,0.10588,0,0.068182,0.034783,0.039216,0.21003,0,0.097826,0.092025,0,0,0,0.02521,0,0.15789,0.29032,0,0.027027,0.032967,0.031915,0,0.20661,0,0,0,0.045455,0.11688,0,0.10588,0.15789,0,0,0,0,0,0,0.032967,0,0,0,0,0.21788,0,0,0,0,0,0,0,0,0,0.24324,0,0.073171,0,0,0.13855,0,0,0.090909,0,0.074257,0,0.09375,0,0,0.15789,0.094737,0.096774,0.02907,0,0.032967,0,0,0.19149,0,0,0.28947,0,0.032258,0,0,0,0,0,0,0,0.044568,0,0.031915,0.10976,0.081081,0.10976,0.15789,0,0,0.12121,0,0.073171,0.097826,0.035398,0,0,0.11688,0.075377,0,0,0,0,0.16162,0,0.48649,0,0.18824,0,0,0,0.22,0,0,0.032609,0,0.26087,0.096774,0.13953,0,0,0,0,0,0,0.10345,0,0,0,0,0,0,0.025937,0,0.09375,0,0.088235,0,0.096774,0,0,0.11228,0,0.097826,0,0.086817,0,0,0,0.031915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036036,0,0.084639,0,0,0,0,0.075,0,0.09375,0,0,0,0,0,0.15789,0.087379,0,0.069767,0,0,0,0.125,0.098901,0,0,0,0,0,0,0,0.23926,0,0,0,0,0.28947
0.06,0.081633,1,0.18557,0,0.33014,0.045,0.067055,0.063158,0.25472,0.12676,0,0.25275,0,0.15957,0.07438,0.19444,0.067055,0,0.05102,0.04,0,0.225,0,0.11811,0,0.097561,0.25,0,0.045685,0.061856,0.06,0,0.11811,0,0,0,0.67021,0.060241,0,0.25275,0.46341,0.044444,0,0,0,0,0,0.18557,0,0,0,0,0.078534,0,0,0,0,0,0,0,0,0,0.175,0,0.17045,0,0,0.067416,0,0,0.039548,0,0.32243,0,0.059701,0,0,0.097561,0.22772,0.37725,0.048913,0,0.061856,0,0,0.14,0,0,0.097561,0,0.060606,0,0,0,0.030303,0,0,0,0.031332,0,0.06,0.056818,0.1875,0.056818,0.097561,0,0,0.107,0,0.51136,0.05102,0.07563,0,0,0.56627,0.32701,0,0,0,0,0.32381,0,0.175,0,0.065934,0.025105,0,0,0.10377,0,0,0.061224,0,0.10204,0.041916,0.086957,0,0,0,0,0,0,0.053763,0,0,0,0,0,0,0.040431,0,0.040698,0,0.038462,0,0.041916,0,0,0.090808,0,0.05102,0,0.28358,0,0,0,0.06,0,0,0,0,0,0,0.059406,0.39474,0,0,0,0,0,0.076923,0,0.03207,0,0,0,0,0.033019,0,0.040698,0,0,0,0,0,0.097561,0.19266,0,0.16304,0,0,0,0.078431,0.051546,0,0,0,0,0,0,0,0.085714,0,0,0,0,0.097561
0.064516,0.032967,0.18557,1,0,0.046154,0.048387,0.015873,0.068182,0.27273,0.31658,0,0.02381,0,0.17241,0.078947,0.44554,0.015873,0,0.021978,0.018634,0,0.082192,0,0.29745,0,0.04,0.27869,0,0.04918,0.066667,0.064516,0,0.05,0,0,0,0.31034,0.026316,0,0.02381,0.04,0.14458,0,0,0,0,0,0.2,0,0,0,0,0.016949,0,0,0,0,0,0,0,0,0,0.068493,0,0.18519,0,0,0.04878,0,0,0.018405,0,0.045,0,0.023622,0,0,0.04,0.095745,0.019608,0.052941,0,0.066667,0,0,0.053763,0,0,0.04,0,0.065217,0,0,0,0.097826,0,0,0,0.033803,0,0.064516,0.024691,0.20548,0.024691,0.04,0,0,0.069869,0,0.55556,0.021978,0.080357,0,0,0.026316,0.045685,0,0,0,0,0.030612,0,0.068493,0,0.035714,0.08,0,0,0.060606,0,0,0.065934,0,0.054945,0.019608,0.035294,0,0,0,0,0,0,0.023256,0,0,0,0,0,0,0.043732,0,0.018987,0,0.017857,0,0.019608,0,0,0.049587,0,0.021978,0,0.016287,0,0,0,0.064516,0,0,0,0,0,0,0.11702,0.14493,0,0,0,0,0,0.081818,0,0.015873,0,0,0,0,0.015152,0,0.018987,0,0,0,0,0,0.04,0.41176,0,0.17647,0,0,0,0.031579,0.022222,0,0,0,0,0,0,0,0.018634,0,0,0,0,0.04
0,0,0,0,1,0,0,0,0,0,0,0,0,0.11905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222,0.02214,0,0,0,0,0,0,0,0,0,0,0.085714,0,0.068182,0,0.098901,0.12766,0.20455,0,0,0.094737,0,0.12245,0,0,0.11374,0,0,0.11374,0,0.065934,0,0,0.11538,0,0,0,0.015544,0,0,0,0.30282,0,0,0,0,0,0,0,0,0,0,0.027778,0.024194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0.015625,0,0,0.064516,0.023166,0,0,0.056604,0,0,0.092784,0,0,0,0.088235,0,0,0,0,0,0,0,0.015686,0,0,0,0,0,0.056604,0.067164,0,0,0.02,0,0,0.092784,0,0,0,0.019802,0,0,0,0,0,0,0,0,0.013298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029412,0,0,0,0,0,0,0,0.082569,0,0.17647,0,0,0.1,0,0,0,0,0,0.038095,0.10835,0,0.010965,0,0.013298,0,0,0,0,0,0,0,0,0.15,0,0,0.057143,0.027273,0,0.016293,0,0.077586,0,0,0.068182,0,0,0,0,0,0.077586,0
0.044776,0.076142,0.33014,0.046154,0,1,0.029851,0.06087,0.67539,0.070423,0.028037,0,0.2459,0,0.14286,0.061728,0.069124,0.06087,0,0.045685,0.034091,0,0,0,0.023499,0,0.090909,0.24088,0,0.030303,0.046154,0.044776,0,0.10588,0,0,0,0.079365,0.053892,0,0.2459,0.45455,0,0,0,0,0,0,0.046154,0,0,0,0,0.072917,0,0,0,0,0,0,0,0,0,0.1677,0,0.15254,0,0,0.050279,0,0,0.033708,0,0.30698,0,0.055762,0,0,0.090909,0.21182,0.36905,0.032432,0,0.046154,0,0,0.13433,0,0,0.090909,0,0.045226,0,0,0,0,0,0,0,0.025974,0,0.044776,0.050847,0.1677,0.050847,0.090909,0,0,0.094262,0,0.15254,0.045685,0.062762,0,0,0.55689,0.31132,0,0,0,0,0.31754,0,0.1677,0,0.060109,0,0,0,0.089202,0,0.11483,0.045685,0,0.096447,0.035714,0.081081,0,0,0,0,0,0,0.048128,0,0,0,0,0,0,0.34584,0,0.034682,0,0.032787,0,0.035714,0,0,0.077178,0,0.045685,0,0.27596,0,0,0,0.044776,0,0,0,0,0.14545,0,0,0,0,0,0,0,0,0.06383,0,0.026087,0,0,0,0,0.028169,0,0.034682,0,0,0,0,0,0.090909,0.068493,0,0.14595,0,0.13023,0,0.073171,0.046154,0,0.19048,0,0,0,0,0,0.079545,0,0,0,0,0.090909
0.1875,0.026596,0.045,0.048387,0,0.029851,1,0.0091743,0.049451,0.073529,0.029268,0,0.017241,0,0.15,0.31624,0.072115,0.0091743,0,0.015957,0.011976,0,0,0,0.024658,0,0.032051,0.25781,0,0.031746,0.048387,0.1875,0,0.036585,0,0,0,0.083333,0.018987,0,0.017241,0.032051,0,0,0,0,0.22436,0,0.048387,0,0,0,0,0.010929,0,0,0,0,0,0,0,0,0,0.059211,0,0.16071,0,0,0.029412,0,0,0.011834,0,0.1165,0,0.019231,0,0,0.032051,0.07732,0.012579,0.54545,0,0.048387,0,0,0.046875,0,0,0.032051,0,0.047368,0,0,0,0,0,0,0,0.084469,0,0.1875,0.017857,0.17763,0.017857,0.032051,0,0,0.13191,0,0.16071,0.015957,0.18261,0,0.029412,0.018987,0.029557,0,0,0,0,0.039604,0,0.059211,0,0.045977,0,0,0.25,0.044118,0,0,0.047872,0,0.074468,0.012579,0.028409,0,0.062645,0.029412,0,0,0,0.016854,0,0,0,0,0,0,0.025352,0,0.012195,0,0.011494,0,0.012579,0,0,0.29277,0,0.015957,0,0.0094044,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066372,0,0.0091743,0,0,0,0.08427,0.0098039,0,0.012195,0,0,0,0.15244,0,0.032051,0.042857,0,0.15341,0,0,0,0.02551,0.016129,0,0,0,0,0,0,0,0.011976,0,0,0.062112,0,0.032051
0.015291,0.21003,0.067055,0.015873,0,0.06087,0.0091743,1,0.016287,0.025641,0.0084986,0,0.12027,0,0.056106,0.021898,0.02507,0.17037,0,0.047022,0.032491,0,0,0,0.0064935,0,0.10588,0.32663,0,0.0093458,0.015873,0.015291,0,0.26437,0,0,0,0.029703,0.057915,0,0.12027,0.24706,0,0,0,0,0,0,0.015873,0,0,0,0,0.37864,0,0,0,0,0,0,0,0,0,0.20648,0,0.060932,0,0,0.067138,0,0,0.032028,0,0.059155,0,0.058315,0,0,0.10588,0.081571,0.08046,0.010169,0,0.015873,0,0,0.15596,0,0,0.23922,0,0.01548,0,0,0,0,0,0,0,0.029032,0,0.015291,0.053763,0.068826,0.053763,0.10588,0,0,0.084746,0,0.060932,0.047022,0.022333,0,0,0.13514,0.060172,0,0,0,0,0.14121,0,0.47368,0,0.12715,0,0,0,0.17379,0,0,0.015674,0,0.2163,0.034483,0.091525,0,0,0,0,0,0,0.050167,0,0,0,0,0,0,0.0067114,0,0.03321,0,0.030928,0,0.034483,0,0,0.071334,0,0.047022,0,0.053435,0,0,0,0.015291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022785,0,0.022222,0,0,0,0,0.025641,0,0.03321,0,0,0,0,0,0.10588,0.041322,0,0.057627,0,0,0,0.080597,0.047619,0,0,0,0,0,0,0,0.2491,0,0,0,0,0.23922
0.065934,0.033708,0.063158,0.068182,0,0.67539,0.049451,0.016287,1,0.092784,0.046154,0,0.02439,0,0.17647,0.080357,0.090909,0.016287,0,0.022472,0.019108,0,0,0,0.043478,0,0.041096,0.28814,0,0.050279,0.068182,0.065934,0,0.050847,0,0,0,0.10588,0.027027,0,0.02439,0.041096,0,0,0,0,0,0,0.068182,0,0,0,0,0.017341,0,0,0,0,0,0,0,0,0,0.070423,0,0.18987,0,0,0.05,0,0,0.018868,0,0.045918,0,0.024,0,0,0.041096,0.097826,0.020134,0.054217,0,0.068182,0,0,0.054945,0,0,0.041096,0,0.066667,0,0,0,0,0,0,0,0.034582,0,0.065934,0.025316,0.21127,0.025316,0.041096,0,0,0.071111,0,0.18987,0.022472,0.081818,0,0,0.027027,0.046632,0,0,0,0,0.03125,0,0.070423,0,0.036585,0,0,0,0.061856,0,0.18947,0.067416,0,0.05618,0.020134,0.036145,0,0,0,0,0,0,0.02381,0,0,0,0,0,0,0.64179,0,0.019481,0,0.018293,0,0.020134,0,0,0.050542,0,0.022472,0,0.016722,0,0,0,0.065934,0,0,0,0,0.24658,0,0,0,0,0,0,0,0,0.083333,0,0.016287,0,0,0,0,0.015464,0,0.019481,0,0,0,0,0,0.041096,0.06,0,0.18072,0,0.20408,0,0.032258,0.022727,0,0.28235,0,0,0,0,0,0.019108,0,0,0,0,0.041096
0.088235,0.04,0.25472,0.27273,0,0.070423,0.073529,0.025641,0.092784,1,0.20737,0,0.032258,0,0.1875,0.29268,0.27273,0.025641,0,0.03,0.027933,0,0.097561,0,0.20823,0,0.047619,0.25714,0,0.074627,0.090909,0.088235,0,0.069767,0,0,0,0.375,0.035294,0,0.032258,0.047619,0.065217,0,0.089888,0,0,0,0.27273,0,0,0,0,0.025641,0,0,0,0,0,0,0.13043,0,0,0.073171,0,0.2,0,0,0.076923,0,0,0.027624,0,0.068807,0,0.029412,0,0,0.047619,0.1165,0.02924,0.079787,0,0.090909,0,0,0.058824,0,0,0.047619,0,0.089109,0,0,0,0.049505,0,0,0,0.092072,0,0.088235,0.033333,0.21951,0.033333,0.047619,0,0,0.089069,0,0.6,0.03,0.29752,0,0,0.035294,0.2093,0,0,0,0,0.037383,0,0.073171,0,0.043011,0.041152,0.068376,0,0.083333,0,0,0.09,0.0625,0.06,0.02924,0.042553,0,0,0,0,0,0,0.031579,0,0,0,0,0,0,0.07124,0,0.028409,0,0.026882,0,0.02924,0,0,0.071817,0,0.03,0,0.026239,0,0,0,0.088235,0,0,0,0,0,0,0.07767,0.15385,0,0,0.079208,0,0,0.30252,0,0.025641,0,0,0.047733,0,0.023148,0,0.028409,0,0,0,0,0,0.047619,0.24324,0,0.19149,0,0,0,0.038462,0.030303,0,0,0,0,0,0,0,0.027933,0,0,0,0,0.047619
